Category,Language,Business Name,Phone #,Phone # 2,Website,Site Rating,Reviews,Rating,Owner First Name,Owner Last Name,Owners Cel #,Owners Phone #,Personal Email,Business Email,Owner Social Media,Owner Social Media 2,Instagram,Facebook,Linkedin,Business Address,City,County,State,Google Link,Plus Code,Source
Gutter service,,Neathawk Seamless Gutters,(413) 281-2340,,neathawkseamlessgutters.com,,3.0,5.0,,,,,,,,,,https://www.facebook.com/NeathawkSeamlessGutters,,"610 N Hoosac Rd, Williamstown, MA 01267",Williamstown,BERKSHIRE,MA,,"PR96+FV Williamstown, Massachusetts",Google Maps
Roofing contractor,,"Reliable Roofing, Siding & Windows",(781) 746-7333,,reliablewindowandsiding.net,,154.0,4.7,,,,,,,,,,https://www.facebook.com/ReliableWindowSiding,https://www.linkedin.com/company/reliable-roofing-siding-and-windows,"194 Tosca Dr, Stoughton, MA 02072",Stoughton,NORFOLK,MA,,"4VPG+C4 Stoughton, Massachusetts",Google Maps
Roofing Contractor,Spanish,Water Tight,,,,,,,Jorge,Romero,,,,,https://www.linkedin.com/in/jorge-romero-195042183/,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02532,Buzzards Bay,BARNSTABLE,MA,,,Thumbtack
Roofing contractor,French,Exclusive Roofing,(508) 558-3844,,exclusiveroofinginc.com,,31.0,4.9,STEPHEN,PAUL MICHAUD,,,,,,,,,,"1610 Grand Army of the Republic Hwy, Somerset, MA 02726",Somerset,BRISTOL,MA,,"PRQ9+57 Somerset, Massachusetts",Google Maps
Roofing contractor,,Shore Lock Homes,(800) 916-9438,,justfixmyhome.com,,74.0,4.1,,,,,,,,,,https://www.facebook.com/shorelockhomes/,,"2 Pumpkin Pine Rd, Natick, MA 01760",Natick,MIDDLESEX,MA,,,Google Maps
Roofing contractor,French,Exclusive Roofing,(508) 558-3844,,exclusiveroofinginc.com,,31.0,4.9,STEPHEN,PAUL MICHAUD MR.,,,,,,,,,,"1610 Grand Army of the Republic Hwy, Somerset, MA 02726",Somerset,BRISTOL,MA,,"PRQ9+57 Somerset, Massachusetts",Google Maps
Roofing contractor,,Belmonte Roofing & Remodeling,(508) 269-8210,,,,,5.0,,,,,,,,,,https://www.facebook.com/belmonteroofingandremodeling/,,"3 Concetta Cir, Mansfield, MA 02048",Mansfield,BRISTOL,MA,,"2QRJ+HF Mansfield, Massachusetts",Google Maps
Roofing contractor,Portuguese,American Roofing,(508) 669-4361,,facebook.com,,5.0,4.2,ERIC,CORREIA,,,,,,,,,,"2739 Elm St, Dighton, MA 02715",Dighton,BRISTOL,MA,,"QVX7+VV Dighton, Massachusetts",Google Maps
Roofing Contractor,Portuguese,Forty one construction,,,,,,,Daniel,Araújo,,,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02532,Buzzards Bay,BARNSTABLE,MA,,,Thumbtack
Marble & Granite,Portuguese,Hormes Stone,,,,,,,Roberto,Hormes,,,,,https://www.linkedin.com/in/roberto-cruz-27058634/,,https://www.thumbtack.com/websites/services/509591338717749262/instagram/redirect,,,02556,North Falmouth,BARNSTABLE,MA,,,Thumbtack
General Contractors,,Square Up Construction,(978) 732-4580,,,,1.0,5.0,,,,,,,,,,https://www.facebook.com/biz/contractor/?place_id=103094516397070,,68 Stuart St,Gardner,WORCESTER,MA,,,Yelp
Roofing contractor,Portuguese,American Roofing,(508) 669-4361,,facebook.com,,5.0,4.2,PAULA,RODRIGUES,,,,,,,,,,"2739 Elm St, Dighton, MA 02715",Dighton,BRISTOL,MA,,"QVX7+VV Dighton, Massachusetts",Google Maps
Roofing contractor,American,Bosworth Roofing Remodeling,(508) 881-9400,,bosworthroofing.com,,7.0,3.7,BEAU,W. BOSWORTH,,,,,,,,https://www.facebook.com/bosworth.roofing.5/,,"1 W Mountain Ln, Ashland, MA 01721",Ashland,MIDDLESEX,MA,,"7G9P+87 Ashland, Massachusetts",Google Maps
Roofing contractor,Portuguese,Gemini Home Improvement,(401) 229-6445,,,,,,PEDRO,CORREIA,,,,,,,,,,"57 Robin Hood Dr, Seekonk, MA 02771",Seekonk,BRISTOL,MA,,"VMVJ+HG Seekonk, Massachusetts",Google Maps
Roofing contractor,,Classic Metal Roofs,(978) 562-7770,,classicmetalroofs.com,,87.0,4.8,,,,,,,,,,https://www.facebook.com/ClassicMetalRoofsLlc,https://linkedin.com/company/classic-metal-roofs-llc/,"156 Northboro Rd A7, Southborough, MA 01772",Southborough,WORCESTER,MA,,"8C7G+F2 Southborough, Massachusetts",Google Maps
Roofing contractor,Portuguese,Gemini Home Improvement,(401) 229-6445,,,,,,PEDRO,F CORREIA,,,,,,,,,,"57 Robin Hood Dr, Seekonk, MA 02771",Seekonk,BRISTOL,MA,,"VMVJ+HG Seekonk, Massachusetts",Google Maps
Roofing contractor,,PATRICK KELLY ROOFING AND SIDING,(413) 568-9513,,patrickkellyroofing.com,,113.0,5.0,,,,,,,,,,,,"12 Old Feeding Hills Rd, Westfield, MA 01085",Westfield,HAMPDEN,MA,,"37XQ+HP Westfield, Massachusetts",Google Maps
Roofing Contractor,Spanish,Castro General Construction,,,,,,,Raul,Castro,,,,,https://www.linkedin.com/in/raul-castro-8638321a1/,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02532,Buzzards Bay,BARNSTABLE,MA,,,Thumbtack
Roofing contractor,Spanish,"TCT contractors inc ,",(857) 880-7975,,tctroofing.com,,,5.0,ALBERTO,CHOC GARCIA,,,,,,,,https://www.facebook.com/TCTContractors/,,"49 Park St, Hudson, MA 01749",Hudson,MIDDLESEX,MA,,"9CQG+55 Hudson, Massachusetts",Google Maps
General contractor,,Gerry Home Improvements,(413) 834-8830,,,,2.0,3.5,,,,,,,,,,https://www.facebook.com/p/Gerry-Home-Improvements-100049059023493/,,"391 MA-8A, Charlemont, MA 01339",Charlemont,FRANKLIN,MA,,,Google Maps
Contractor,,Winchesters Commercial Roofing,(781) 374-8198,,,,,5.0,,,,,,,,,,,,"413 Salem St, Medford, MA 02155",Medford,MIDDLESEX,MA,,"CWC4+VV Medford, Massachusetts",Google Maps
Marble & Granite,Portuguese,Hormes Stone,,,,,,,Roberto,Hormes,,,,,https://www.linkedin.com/in/roberto-cruz-27058634/,,https://www.thumbtack.com/websites/services/509591338717749262/instagram/redirect,,,02561,Sagamore,BARNSTABLE,MA,,,Thumbtack
Roofing contractor,Spanish,"TCT contractors inc ,",(857) 880-7975,,tctroofing.com,,,5.0,MARCO,ANTONIO GARCIA RAMOS,,,,,https://www.linkedin.com/in/antonio-d-hernandez-garcia-06096b32/,,,https://www.facebook.com/TCTContractors/,,"49 Park St, Hudson, MA 01749",Hudson,MIDDLESEX,MA,,"9CQG+55 Hudson, Massachusetts",Google Maps
Flooring,,Epoxy Wizz,(857) 880-9800,,https://epoxywizz.com,,2.0,5.0,,,,,,,,,https://www.instagram.com/epoxywizz/,https://www.facebook.com/profile.php?id=100092717947172&locale=hi_IN&paipv=0&eav=AfZ8GX7JNAMD3NNDsCR3rOGfn2xoG5m8H8uG47sWYwpkovAmGv9OaWFnlDcVR2Xgb9o,,,Malden,MIDDLESEX,MA,,,Yelp
Roofing contractor,,Cochrane Roofing and Siding,(781) 784-9358,,cochraneroofingsiding.com,,10.0,5.0,,,,,,,,,,,,"237 Bay Rd, Sharon, MA 02067",Sharon,NORFOLK,MA,,"4VJ2+W6 Sharon, Massachusetts",Google Maps
Siding contractor,American,All Seasons Exteriors,(508) 946-4166,,,,,5.0,JOHN,G. GIROUARD,,,,,,,,,,"45 Pleasant St, Middleborough, MA 02346",Middleboro,PLYMOUTH,MA,,"W2F9+PH Middleborough, Massachusetts",Google Maps
Siding contractor,Irish,All Seasons Exteriors,(508) 946-4166,,,,,5.0,MAUREEN,M. GIROUARD,,,,,,,,,,"45 Pleasant St, Middleborough, MA 02346",Middleboro,PLYMOUTH,MA,,"W2F9+PH Middleborough, Massachusetts",Google Maps
Roofing contractor,,PROSHIELD ROOFS,(413) 776-9161,,proshieldroofs.com,,,,,,,,,,,,,https://www.facebook.com/ProShieldRoofs/,,"24 Porter St, Granby, MA 01033",Granby,HAMPSHIRE,MA,,"7F6J+5W Granby, Massachusetts",Google Maps
Roofing contractor,,Universal Roofing,,,universalroofingma.com,,120.0,4.9,,,,,,,,,,https://www.facebook.com/bestrooferinthearea/,,"763 Waverly St, Framingham, MA 01702",Framingham,MIDDLESEX,MA,,"7HFC+93 Framingham, Massachusetts",Google Maps
Roofing contractor,,Pro-Structures roofing,(508) 834-3981,,mass-roofing.com,,,,,,,,,,,,,,,"43 Park St #147, Framingham, MA 01704",Framingham,MIDDLESEX,MA,,"7HHJ+8F Framingham, Massachusetts",Google Maps
Roofing contractor,,Luyo and,(781) 964-2631,,luyoandcompany.com,,2.0,5.0,,,,,,,,,,https://www.facebook.com/LuyoandCo/,,"85 Kathleen Rd, Brockton, MA 02302",Brockton,PLYMOUTH,MA,,"32R3+53 Brockton, Massachusetts",Google Maps
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael D Aldrich, Age 60, 16 Presidential Dr, Wilmington, MA 01887-2867, 16 Presidential Dr, Wi",(617) 791-8128,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02532,Buzzards Bay,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael D Aldrich, Age 60, 16 Presidential Dr, Wilmington, MA 01887-2867, 16 Presidential Dr, Wi",(617) 791-8128,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02540,Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael D Aldrich, Age 60, 16 Presidential Dr, Wilmington, MA 01887-2867, 16 Presidential Dr, Wi",(617) 791-8128,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02536,East Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael D Aldrich, Age 60, 16 Presidential Dr, Wilmington, MA 01887-2867, 16 Presidential Dr, Wi",(617) 791-8128,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02534,Cataumet,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael D Aldrich, Age 60, 16 Presidential Dr, Wilmington, MA 01887-2867, 16 Presidential Dr, Wi",(617) 791-8128,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02537,East Sandwich,BARNSTABLE,MA,,,Thumbtack
Roofing contractor,,CL Services,(508) 479-5056,,,,,5.0,,,,,,,,,,,,"60 Secret Lake Rd, Phillipston, MA 01331",Athol,WORCESTER,MA,,"HRCF+JV Phillipston, Massachusetts",Google Maps
Roofing Contractor,German,Water Tight,,,,,,,Michael,Jordan,"Michael Peter Jordan, Age 68, 6 Rickey Dr, Maynard, MA 01754-1052, 6 Rickey Dr, Ma",(978) 897-9684,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02540,Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Jordan,"Michael Donald Jordan, Age 41, 12 E Colrain Rd, Colrain, MA 01340-9743, 12 E Colrain Rd, Co",(413) 624-3013,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02540,Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Jordan,"29 Seven Pines Ave, Cambridge, MA 02140-1111, 29 Seven Pines Ave, Ca",(617) 876-5057,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02540,Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Jordan,"Michael Peter Jordan, Age 68, 6 Rickey Dr, Maynard, MA 01754-1052, 6 Rickey Dr, Ma",(978) 897-9684,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2540,Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Jordan,"Michael Donald Jordan, Age 41, 12 E Colrain Rd, Colrain, MA 01340-9743, 12 E Colrain Rd, Co",(413) 624-3013,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2540,Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Jordan,"29 Seven Pines Ave, Cambridge, MA 02140-1111, 29 Seven Pines Ave, Ca",(617) 876-5057,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2540,Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael D Aldrich, Age 60, 16 Presidential Dr, Wilmington, MA 01887-2867, 16 Presidential Dr, Wi",(617) 791-8128,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2536,East Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael Edwin Aldrich, Age 54, 214 Washington St, Winchester, MA 01890-2128, 214 Washington St, Wi",(781) 721-2206,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2536,East Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael R Aldrich, Age 68, 36 Valley View Dr, Amherst, MA 01002-3055, 36 Valley View Dr, Am",(413) 374-1736,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2536,East Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael Adrian Aldrich, Age 54, 146 Lynn Fells Pkwy, Melrose, MA 02176-2659, 146 Lynn Fells Pkwy, Me",(315) 265-3936,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2536,East Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael R Aldrich, Age 59, 181 Highland Ave, Fitchburg, MA 01420-3411, 181 Highland Ave, Fi",(603) 527-8871,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2536,East Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael D Aldrich, Age 60, 16 Presidential Dr, Wilmington, MA 01887-2867, 16 Presidential Dr, Wi",(617) 791-8128,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2532,Buzzards Bay,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael Edwin Aldrich, Age 54, 214 Washington St, Winchester, MA 01890-2128, 214 Washington St, Wi",(781) 721-2206,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2532,Buzzards Bay,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael R Aldrich, Age 68, 36 Valley View Dr, Amherst, MA 01002-3055, 36 Valley View Dr, Am",(413) 374-1736,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2532,Buzzards Bay,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael Adrian Aldrich, Age 54, 146 Lynn Fells Pkwy, Melrose, MA 02176-2659, 146 Lynn Fells Pkwy, Me",(315) 265-3936,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2532,Buzzards Bay,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael R Aldrich, Age 59, 181 Highland Ave, Fitchburg, MA 01420-3411, 181 Highland Ave, Fi",(603) 527-8871,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2532,Buzzards Bay,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael D Aldrich, Age 60, 16 Presidential Dr, Wilmington, MA 01887-2867, 16 Presidential Dr, Wi",(617) 791-8128,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2540,Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael Edwin Aldrich, Age 54, 214 Washington St, Winchester, MA 01890-2128, 214 Washington St, Wi",(781) 721-2206,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2540,Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael R Aldrich, Age 68, 36 Valley View Dr, Amherst, MA 01002-3055, 36 Valley View Dr, Am",(413) 374-1736,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2540,Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael Adrian Aldrich, Age 54, 146 Lynn Fells Pkwy, Melrose, MA 02176-2659, 146 Lynn Fells Pkwy, Me",(315) 265-3936,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2540,Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael R Aldrich, Age 59, 181 Highland Ave, Fitchburg, MA 01420-3411, 181 Highland Ave, Fi",(603) 527-8871,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2540,Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael D Aldrich, Age 60, 16 Presidential Dr, Wilmington, MA 01887-2867, 16 Presidential Dr, Wi",(617) 791-8128,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2534,Cataumet,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael Edwin Aldrich, Age 54, 214 Washington St, Winchester, MA 01890-2128, 214 Washington St, Wi",(781) 721-2206,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2534,Cataumet,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael R Aldrich, Age 68, 36 Valley View Dr, Amherst, MA 01002-3055, 36 Valley View Dr, Am",(413) 374-1736,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2534,Cataumet,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael Adrian Aldrich, Age 54, 146 Lynn Fells Pkwy, Melrose, MA 02176-2659, 146 Lynn Fells Pkwy, Me",(315) 265-3936,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2534,Cataumet,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael R Aldrich, Age 59, 181 Highland Ave, Fitchburg, MA 01420-3411, 181 Highland Ave, Fi",(603) 527-8871,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2534,Cataumet,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael D Aldrich, Age 60, 16 Presidential Dr, Wilmington, MA 01887-2867, 16 Presidential Dr, Wi",(617) 791-8128,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2537,East Sandwich,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael Edwin Aldrich, Age 54, 214 Washington St, Winchester, MA 01890-2128, 214 Washington St, Wi",(781) 721-2206,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2537,East Sandwich,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael R Aldrich, Age 68, 36 Valley View Dr, Amherst, MA 01002-3055, 36 Valley View Dr, Am",(413) 374-1736,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2537,East Sandwich,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael Adrian Aldrich, Age 54, 146 Lynn Fells Pkwy, Melrose, MA 02176-2659, 146 Lynn Fells Pkwy, Me",(315) 265-3936,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2537,East Sandwich,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,"Michael R Aldrich, Age 59, 181 Highland Ave, Fitchburg, MA 01420-3411, 181 Highland Ave, Fi",(603) 527-8871,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,2537,East Sandwich,BARNSTABLE,MA,,,Thumbtack
Roofing contractor,,Harry's Construction Inc.,(978) 719-1053,,harrysconstructionma.com,,13.0,4.7,,,,,,,,,https://www.instagram.com/harrysconstruction/,https://www.facebook.com/harrysconstructioninc,,"561 Boston Post Rd E Suite 2, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"8FXV+53 Marlborough, Massachusetts",Google Maps
