Category,Language,Business Name,Phone #,Phone # 2,Website,Site Rating,Reviews,Rating,Owner First Name,Owner Last Name,Owners Cel #,Owners Phone #,Personal Email,Business Email,Owner Social Media,Owner Social Media 2,Instagram,Facebook,Linkedin,Business Address,City,County,State,Google Link,Plus Code,Source
Roofing contractor,,Classic Metal Roofs,(978) 562-7770,,classicmetalroofs.com,,87,4.8,,,,,,,,,,https://www.facebook.com/ClassicMetalRoofsLlc,https://linkedin.com/company/classic-metal-roofs-llc/,"156 Northboro Rd A7, Southborough, MA 01772",Southborough,WORCESTER,MA,,"8C7G+F2 Southborough, Massachusetts",Google Maps
Roofing contractor,Portuguese,Gemini Home Improvement,(401) 229-6445,,,,,,PEDRO,F CORREIA,,,,,,,,,,"57 Robin Hood Dr, Seekonk, MA 02771",Seekonk,BRISTOL,MA,,"VMVJ+HG Seekonk, Massachusetts",Google Maps
Roofing contractor,,PATRICK KELLY ROOFING AND SIDING,(413) 568-9513,,patrickkellyroofing.com,,113,5.0,,,,,,,,,,,,"12 Old Feeding Hills Rd, Westfield, MA 01085",Westfield,HAMPDEN,MA,,"37XQ+HP Westfield, Massachusetts",Google Maps
Roofing Contractor,Spanish,Castro General Construction inc,,,,,,,Raul,Castro,,,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02532,Buzzards Bay,BARNSTABLE,MA,,,Thumbtack
Roofing contractor,Spanish,"TCT contractors inc ,",(857) 880-7975,,tctroofing.com,,,5.0,ALBERTO,CHOC GARCIA,,,,,,,,https://www.facebook.com/TCTContractors/,,"49 Park St, Hudson, MA 01749",Hudson,MIDDLESEX,MA,,"9CQG+55 Hudson, Massachusetts",Google Maps
General contractor,,Gerry Home Improvements,(413) 834-8830,,,,2,3.5,,,,,,,,,,https://www.facebook.com/p/Gerry-Home-Improvements-100049059023493/,,"391 MA-8A, Charlemont, MA 01339",Charlemont,FRANKLIN,MA,,,Google Maps
Contractor,,Winchesters Commercial Roofing,(781) 374-8198,,,,,5.0,,,,,,,,,,,,"413 Salem St, Medford, MA 02155",Medford,MIDDLESEX,MA,,"CWC4+VV Medford, Massachusetts",Google Maps
Marble & Granite,Portuguese,Hormes Stone,,,,,,,Roberto,Hormes,,,,,,,https://www.thumbtack.com/websites/services/509591338717749262/instagram/redirect,,,02561,Sagamore,BARNSTABLE,MA,,,Thumbtack
Roofing contractor,Spanish,"TCT contractors inc ,",(857) 880-7975,,tctroofing.com,,,5.0,MARCO,ANTONIO GARCIA RAMOS,,,,,,,,https://www.facebook.com/TCTContractors/,,"49 Park St, Hudson, MA 01749",Hudson,MIDDLESEX,MA,,"9CQG+55 Hudson, Massachusetts",Google Maps
Flooring,,Epoxy Wizz,(857) 880-9800,,https://epoxywizz.com,,2,5,,,,,,,,,https://www.instagram.com/epoxywizz/,https://www.facebook.com/profile.php?id=100092717947172&locale=hi_IN&paipv=0&eav=AfZ8GX7JNAMD3NNDsCR3rOGfn2xoG5m8H8uG47sWYwpkovAmGv9OaWFnlDcVR2Xgb9o,,,Malden,MIDDLESEX,MA,,,Yelp
Roofing contractor,,Cochrane Roofing and Siding,(781) 784-9358,,cochraneroofingsiding.com,,10,5.0,,,,,,,,,,,,"237 Bay Rd, Sharon, MA 02067",Sharon,NORFOLK,MA,,"4VJ2+W6 Sharon, Massachusetts",Google Maps
Siding contractor,American,All Seasons Exteriors Inc,(508) 946-4166,,,,,5.0,JOHN,G. GIROUARD,,,,,,,,,,"45 Pleasant St, Middleborough, MA 02346",Middleboro,PLYMOUTH,MA,,"W2F9+PH Middleborough, Massachusetts",Google Maps
Siding contractor,Irish,All Seasons Exteriors Inc,(508) 946-4166,,,,,5.0,MAUREEN,M. GIROUARD,,,,,,,,,,"45 Pleasant St, Middleborough, MA 02346",Middleboro,PLYMOUTH,MA,,"W2F9+PH Middleborough, Massachusetts",Google Maps
Roofing contractor,,PROSHIELD ROOFS,(413) 776-9161,,proshieldroofs.com,,,,,,,,,,,,,https://www.facebook.com/ProShieldRoofs/,,"24 Porter St, Granby, MA 01033",Granby,HAMPSHIRE,MA,,"7F6J+5W Granby, Massachusetts",Google Maps
Roofing contractor,,Universal Roofing Inc,,,universalroofingma.com,,120,4.9,,,,,,,,,,https://www.facebook.com/bestrooferinthearea/,,"763 Waverly St, Framingham, MA 01702",Framingham,MIDDLESEX,MA,,"7HFC+93 Framingham, Massachusetts",Google Maps
Roofing contractor,,Pro-Structures roofing,(508) 834-3981,,mass-roofing.com,,,,,,,,,,,,,,,"43 Park St #147, Framingham, MA 01704",Framingham,MIDDLESEX,MA,,"7HHJ+8F Framingham, Massachusetts",Google Maps
Roofing contractor,,Luyo and Company,(781) 964-2631,,luyoandcompany.com,,2,5.0,,,,,,,,,,https://www.facebook.com/LuyoandCo/,,"85 Kathleen Rd, Brockton, MA 02302",Brockton,PLYMOUTH,MA,,"32R3+53 Brockton, Massachusetts",Google Maps
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,,,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02532,Buzzards Bay,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,,,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02540,Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,,,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02536,East Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,,,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02532,Buzzards Bay,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,,,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02540,Falmouth,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,,,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02534,Cataumet,BARNSTABLE,MA,,,Thumbtack
Roofing Contractor,German,Water Tight,,,,,,,Michael,Aldrich,,,,,,,https://www.thumbtack.com/websites/services/270680200105657404/instagram/redirect,https://www.thumbtack.com/websites/services/270680200105657404/facebook/redirect,,02537,East Sandwich,BARNSTABLE,MA,,,Thumbtack
Roofing contractor,,CL Services,(508) 479-5056,,,,,5.0,,,,,,,,,,,,"60 Secret Lake Rd, Phillipston, MA 01331",Athol,WORCESTER,MA,,"HRCF+JV Phillipston, Massachusetts",Google Maps
